source	year	id	url	suppfile
genomebiology	2019	/articles/10.1186/s13059-019-1661-z	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1661-z	
genomebiology	2019	/articles/10.1186/s13059-019-1653-z	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1653-z	
genomebiology	2019	/articles/10.1186/s13059-019-1649-8	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1649-8	
genomebiology	2019	/articles/10.1186/s13059-019-1643-1	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1643-1	
genomebiology	2019	/articles/10.1186/s13059-019-1642-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1642-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1642-2/MediaObjects/13059_2019_1642_MOESM2_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1657-8	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1657-8	
genomebiology	2019	/articles/10.1186/s13059-019-1630-6	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1630-6	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1630-6/MediaObjects/13059_2019_1630_MOESM1_ESM.zip
genomebiology	2019	/articles/10.1186/s13059-019-1630-6	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1630-6	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1630-6/MediaObjects/13059_2019_1630_MOESM2_ESM.zip
genomebiology	2019	/articles/10.1186/s13059-019-1630-6	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1630-6	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1630-6/MediaObjects/13059_2019_1630_MOESM3_ESM.zip
genomebiology	2019	/articles/10.1186/s13059-019-1656-9	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1656-9	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1656-9/MediaObjects/13059_2019_1656_MOESM3_ESM.xlsx
genomebiology	2018	/articles/10.1186/s13059-018-1408-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1408-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-018-1408-2/MediaObjects/13059_2018_1408_MOESM1_ESM.xlsx
genomebiology	2018	/articles/10.1186/s13059-018-1408-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-018-1408-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-018-1408-2/MediaObjects/13059_2018_1408_MOESM3_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1654-y	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1654-y	
genomebiology	2019	/articles/10.1186/s13059-019-1652-0	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1652-0	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1652-0/MediaObjects/13059_2019_1652_MOESM2_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1652-0	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1652-0	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1652-0/MediaObjects/13059_2019_1652_MOESM3_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1652-0	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1652-0	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1652-0/MediaObjects/13059_2019_1652_MOESM4_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1641-3	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1641-3	
genomebiology	2019	/articles/10.1186/s13059-019-1655-x	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1655-x	
genomebiology	2019	/articles/10.1186/s13059-019-1650-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1650-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1650-2/MediaObjects/13059_2019_1650_MOESM2_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1650-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1650-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1650-2/MediaObjects/13059_2019_1650_MOESM3_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1650-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1650-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1650-2/MediaObjects/13059_2019_1650_MOESM4_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1650-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1650-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1650-2/MediaObjects/13059_2019_1650_MOESM5_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1650-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1650-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1650-2/MediaObjects/13059_2019_1650_MOESM6_ESM.xlsx
genomebiology	2019	/articles/10.1186/s13059-019-1650-2	http://genomebiology.biomedcentral.com/articles/10.1186/s13059-019-1650-2	https://static-content.springer.com/esm/art%3A10.1186%2Fs13059-019-1650-2/MediaObjects/13059_2019_1650_MOESM7_ESM.xlsx
